ID, check_bal , num_inactive_mths , check_trans_average , num_check_acct , avg_check_bal_3mth , num_mth_since_max_bal , num_mth_since_max_neg_bal , mthly_change_in_neg_bal , mthly_change_in_pos_bal , max_bal , max_neg_bal , avg_num_active_acct_last_6_mth , avg_num_active_acct , avg_overdraft , avg_overdraft_last_6_mth , CC_wtdrw_last_3_mth , CC_wtdrw , saving_acct_bal_EOM , change_in_saving_bal_in_1mth , change_in_liquid_funds_in_1mth , liquid_funds_bal , age , CLV , Churn 
9426, -      ,5, -      , -      , -      ,1,1, -      , -      , -      , -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,76,0,1
9427, -      ,3,0, -      , -      ,4,1, -      , -      ,0,1, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,37,5,1
9428,5,2, -      , -      ,5,9,1, -      ,0,39, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,17,1,1
9429, -      ,5, -      , -      , -      ,1,1, -      , -      ,1,48,0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,76,4,1
9430, -      ,1, -      , -      , -      ,11,1, -      , -      ,"1,967", -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,124,115,1
9431, -      , -      ,3,5, -      ,12,12,-3, -      ,"2,278","1,195",2,2,143,79, -      , -      , -      , -      , -      , -      ,20,221,1
9432,3, -      ,4,3,7,6,1, -      ,1,25, -      ,2,2, -      , -      , -      , -      , -      , -      , -      , -      ,12,6,1
9433, -      ,4,1, -      , -      ,8,1, -      , -      ,"1,432", -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,27,84,1
9434,701, -      ,1, -      ,695,12,1, -      ,6,"5,694", -      ,2,1, -      , -      , -      , -      , -      , -      , -      , -      ,82,353,1
9435,0,4,1, -      ,0,2,1, -      ,0,0, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,56,"1,069",1
9436,0,1,1, -      ,16,2,1, -      ,-47,48, -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,26,1,1
9437, -      ,1,1, -      , -      ,1,1, -      , -      , -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,66,0,1
9438,0, -      , -      , -      ,0,11,1, -      ,0,5,"1,070",1,1, -      , -      , -      , -      , -      , -      , -      , -      ,37,5,1
9439,215, -      ,13,11,13,2,9,1,-13,35,283,3,3,179,210, -      , -      , -      , -      , -      , -      ,46,164,1
9440,7, -      ,1,4,2,12,1, -      ,-3,11, -      ,0,1, -      , -      , -      , -      , -      , -      , -      , -      ,17,0,1
9441, -      ,2,2, -      ,0,9,12, -      , -      ,0,"1,635",1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,91,267,1
9442, -      ,2,1, -      , -      ,4,6, -      , -      ,121,109,1,1, -      ,26,96,39, -      , -      , -      , -      ,34,138,1
9443, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,56, -      ,1
9444, -      , -      , -      , -      , -      ,1,1, -      , -      ,60, -      , -      ,1, -      , -      , -      , -      , -      , -      , -      , -      ,29,1,1
9445,7,1, -      , -      ,5,12,1, -      ,-4,28,"1,692", -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,127,13,1
9446, -      ,5, -      , -      , -      ,12,1, -      , -      ,59, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,52,53,1
9447, -      ,2,4, -      ,0,5,6, -      ,-1,92,22,3, -      , -      ,4,42,21, -      , -      , -      , -      ,46,1,1
9448,"1,009", -      ,1, -      ,"1,021",12,1, -      ,-48,"4,538", -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,30,12,1
9449,1,1, -      , -      ,1,11,1, -      ,0,1, -      ,0, -      , -      , -      ,37,25, -      , -      , -      , -      ,139,76,1
9450, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,1, -      , -      , -      ,35,2, -      , -      , -      , -      ,31, -      ,1
9451, -      ,1,0, -      , -      ,1,1, -      , -      ,13,749, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,43,"1,326",1
9452,10,1,1, -      ,7,2,1, -      ,-6,10, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,32,340,1
9453, -      ,1,1, -      , -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,85,108,1
9454,7, -      , -      , -      ,6,12,1, -      ,-4,8,344,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,31,14,1
9455,250, -      ,5,5,4,5,1, -      ,16,248, -      ,3,4, -      , -      , -      , -      , -      , -      ,7,7,23,34,1
9456,0,3,1, -      ,0,10,1, -      , -      ,"1,249", -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,36,70,1
9457, -      ,4, -      , -      , -      ,1,1, -      , -      ,0,80, -      , -      , -      , -      ,8, -      , -      , -      , -      , -      ,53,16,1
9458,0, -      ,5,1,63,3,1, -      ,-55,241, -      ,5,3, -      , -      , -      , -      , -      , -      ,-46, -      ,12,7,1
9459,121, -      ,8,5,8,1,7,-136,24,24,261,3,2,63,193, -      , -      , -      , -      , -      , -      ,25,89,1
9460,"2,990", -      , -      , -      ,"3,027",12,1, -      ,-143,"17,736", -      ,2,2, -      , -      , -      , -      , -      , -      ,0,23,45,61,1
9461,2, -      ,1, -      ,2,5,1, -      ,-1,23,"1,821",1,1, -      , -      , -      , -      , -      , -      , -      , -      ,25,"1,899",1
9462, -      , -      , -      , -      , -      ,1,1, -      , -      , -      ,16,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,39,10,1
9463,2, -      ,4,2,28,2,10, -      ,-42,42,659,2,3, -      , -      , -      , -      , -      , -      , -      , -      ,12,73,1
9464, -      ,5, -      , -      , -      ,7,12, -      , -      ,0,"3,883",0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,42,31,1
9465, -      ,5, -      , -      , -      ,7,12, -      , -      ,0,"1,093", -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,23,206,1
9466,"1,360", -      ,8,13,134,12,11,"-1,393",402,"3,229","14,677",5,5,156,743,"1,862",526, -      , -      , -      , -      ,39,"1,381",1
9467,5, -      ,0,1,5,12,1, -      ,0,6, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,27, -      ,1
9468,517, -      ,6,3,32,7,12,"-5,654",-43,223,"12,224",3,3, -      , -      , -      , -      , -      , -      , -      , -      ,64,"1,229",1
9469, -      , -      , -      , -      , -      ,12,12, -      , -      ,3,"2,755",1,1, -      , -      , -      , -      , -      , -      , -      , -      ,65,183,1
9470, -      ,1, -      , -      , -      ,10,12, -      , -      ,0,"4,493", -      , -      , -      , -      ,-5,-5, -      , -      , -      , -      ,46,129,1
9471,1,1,0, -      ,0,2,1, -      ,0,1, -      ,0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,34,72,1
9472, -      ,2, -      , -      , -      ,1,1, -      , -      , -      , -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,32,74,1
9473, -      ,4,2, -      , -      ,6,1, -      , -      ,57, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,19,80,1
9474, -      ,1,1, -      , -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,26,127,1
9475,500, -      ,4,5,25,6,1, -      ,-16,51, -      ,3,2, -      , -      , -      , -      , -      , -      , -      , -      ,76,266,1
9476,96, -      ,1,6,4,1,1, -      ,11,19, -      ,0,1, -      , -      , -      , -      , -      , -      , -      , -      ,29,83,1
9477, -      ,4,1, -      , -      ,6,12, -      , -      ,0,"1,223",1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,54,46,1
9478,10, -      ,2, -      ,11,12,1, -      ,-6,134, -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,17,3,1
9479,120, -      ,7,3,5,2,12,-372,-4,21,"1,912",5,3, -      ,124,"1,383",-3, -      , -      , -      , -      ,35,507,1
9480, -      ,3, -      , -      , -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,-29,-9, -      , -      , -      , -      ,160, -      ,1
9481,1, -      ,2, -      ,1,12,12, -      ,0,96,"1,719",1,1, -      , -      , -      , -      , -      , -      , -      , -      ,26,162,1
9482, -      ,4,1, -      , -      ,1,1, -      , -      ,0,647,0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,70, -      ,1
9483,1,4,1, -      ,1,12,1, -      ,0,"5,749", -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,23,80,1
9484, -      , -      , -      , -      , -      ,1,1, -      , -      ,1,"1,689",1,1, -      , -      , -      , -      , -      , -      , -      , -      ,23, -      ,1
9485, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,1,1, -      , -      ,"8,686",30, -      , -      , -      , -      ,61,145,1
9486, -      ,4,1, -      , -      ,6,1, -      , -      ,34, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,119,95,1
9487, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,1,2, -      , -      ,"4,250","1,419", -      , -      , -      , -      ,13,96,1
9488, -      ,5,1, -      , -      ,1,12, -      , -      , -      ,143,0, -      , -      ,1, -      , -      , -      , -      , -      , -      ,25,0,1
9489, -      , -      ,1, -      ,0,12,12, -      , -      ,141,"2,792",2,1, -      , -      ,100,32, -      , -      , -      , -      ,179,252,1
9490, -      ,3,1, -      , -      ,4,1, -      , -      ,148, -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,29, -      ,1
9491, -      ,2,1, -      , -      ,4,12, -      , -      ,36,"1,079",1, -      , -      ,1, -      , -      , -      , -      , -      , -      ,15,76,1
9492, -      , -      ,1,2, -      ,12,1, -      ,"-5,152","32,471", -      ,1,1, -      , -      , -      , -      , -      ,"-5,152", -      , -      ,48,417,1
9493,0,3,1, -      ,0,2,1, -      ,0,0,918, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,56,"2,911",1
9494, -      , -      , -      , -      , -      ,11,12, -      , -      ,571,"1,950",1,1, -      , -      , -      , -      , -      , -      , -      , -      ,43,42,1
9495, -      ,3,1, -      , -      ,4,12, -      , -      ,1,200,1, -      , -      ,59, -      , -      , -      , -      , -      , -      ,106,230,1
9496, -      ,2,3, -      ,0,9,1, -      , -      ,"5,916", -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,58,238,1
9497, -      , -      ,3,3, -      ,11,12,-143,0,71,"3,285",3,3,15,14, -      , -      , -      , -      , -      , -      ,23,312,1
9498, -      ,5, -      , -      , -      ,12,1, -      , -      ,74, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,105,64,1
9499,1, -      ,2,1,0,11,5, -      ,0,1,536,0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,57,172,1
9500, -      ,4, -      , -      , -      ,11,1, -      , -      ,10,"1,326",0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,77,39,1
9501, -      ,1,1, -      , -      ,8,12, -      , -      ,0,"3,367",2, -      , -      ,134, -      , -      , -      , -      , -      , -      ,38,275,1
9502, -      ,1,3, -      ,0,11,1, -      , -      ,"5,364", -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,114,272,1
9503, -      ,5, -      , -      , -      ,1,1, -      , -      ,0,150,0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,30, -      ,1
9504, -      , -      ,2, -      , -      ,12,3,-1, -      ,33,43,2,1,20,22, -      , -      , -      , -      , -      , -      ,46,71,1
9505, -      ,5,0, -      , -      ,7,1, -      , -      ,882, -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,53,7,1
9506,14, -      ,3,3,20,3,5,-102,-2,48,659,1,2, -      , -      , -      , -      , -      , -      , -      , -      ,46,157,1
9507,27, -      ,6,3,9,5,9,40,-25,90,472,4,3,405,343, -      , -      , -      , -      , -      , -      ,12,220,1
9508, -      ,3, -      , -      , -      ,1,1, -      , -      , -      , -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,32, -      ,1
9509, -      ,5,0, -      , -      ,12,12, -      , -      ,30,"1,996",0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,50,44,1
9510, -      ,1,3, -      ,3,9,12, -      ,-1,"4,014","8,302",3, -      , -      ,199, -      , -      , -      , -      , -      , -      ,15,"1,676",1
9511,10, -      , -      , -      ,14,12,1, -      ,-4,99, -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,85,73,1
9512,22, -      , -      , -      ,18,12,1, -      ,-12,56,"24,483", -      ,1, -      , -      , -      , -      , -      , -      , -      , -      ,34,46,1
9513,387, -      ,4,2,69,6,1, -      ,-54,518, -      ,3,3, -      , -      , -      , -      , -      , -      , -      , -      ,98,13,1
9514, -      , -      ,2, -      , -      ,12,1, -      , -      ,"45,781", -      ,1,2, -      , -      , -      , -      , -      , -      , -      , -      ,61,201,1
9515, -      ,2,0, -      , -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,105, -      ,1
9516,239, -      ,5,6,15,11,9, -      ,4,156,3,3,4, -      ,0,11,13, -      , -      ,4,15,30, -      ,1
9517,0, -      ,2,2,0,11,12,-233,0,39,"4,477",2,2, -      ,3, -      , -      , -      , -      , -      , -      ,36,373,1
9518,20, -      ,0, -      ,23,5,1, -      ,-4,36, -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,83,45,1
9519, -      ,1, -      , -      , -      ,12,1, -      , -      ,274, -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,24,10,1
9520,2, -      ,1,2,2,9,1, -      ,0,24, -      ,0,1, -      , -      , -      , -      , -      , -      , -      , -      ,17,2,1
